"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value","Value_type","Numerator","Denominator","upper 95%","lower 95%"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","38.80%","%","682567","1761061","39.80%","37.70%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","27.20%","%","13029","47900","33%","21.40%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","31.60%","%","18749","59395","37.20%","25.90%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.70%","%","2181731","15941726","13.90%","13.40%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","15.10%","%","24051","159319","19.60%","10.60%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","12.90%","%","146892","1135415","14.50%","11.40%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","14%","%","61808","442819","16.70%","11.30%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","15.80%","%","58649","371820","18.80%","12.80%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.80%","%","291400","2109373","15%","12.60%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","13.70%","%","2477352","18062028","13.90%","13.50%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","15%","%","858281","5709118","15.40%","14.60%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","12.30%","%","9568","77498","18.20%","6.50%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","22%","%","99528","452632","24.90%","19.10%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","14.70%","%","33727","229455","18.30%","11.10%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","19.90%","%","37225","187396","24.30%","15.40%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","19%","%","180048","946981","21%","17.10%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","15.60%","%","1038673","6660572","16%","15.20%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","17.70%","%","451772.5","2556049","18.30%","17%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","30.60%","%","9876.5","32246","43.10%","18.20%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","32.20%","%","37300.5","115888","38.70%","25.60%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","18.60%","%","13632.5","73414.5","25.70%","11.40%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","41.50%","%","12843","30913.5","54.80%","28.30%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","29.20%","%","73652.5","252462","33.50%","24.80%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","18.70%","%","525867","2809257","19.40%","18.10%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","25.20%","%","787872.5","3121531","25.90%","24.60%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","25.50%","%","7319.5","28697","37.40%","13.70%"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","45.90%","%","59244.5","129036","52.40%","39.40%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","30.10%","%","21565.5","71725.5","38.50%","21.60%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","41.70%","%","12797","30680.5","55.10%","28.30%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","38.80%","%","100926.5","260139","43.30%","34.30%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","26.30%","%","890020","3383923","27%","25.60%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","33.80%","%","738821","2185177","34.70%","33%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","53.60%","%","50366","94032","61%","46.10%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","37.10%","%","18393","49638","47.70%","26.40%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","56.60%","%","14385","25426","71.90%","41.20%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","48.70%","%","91462","187689","54.20%","43.30%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","35%","%","830640","2374146","35.80%","34.10%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","31.40%","%","245535","782084","32.80%","30%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","56.10%","%","75521","134500","62.40%","49.90%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","42%","%","19963","47565","52.90%","31%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","47.10%","%","25483","54054","57.30%","37%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","51.20%","%","126709","247481","55.90%","46.50%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","36.20%","%","373041","1030798","37.50%","34.90%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","60.10%","%","993560","1653773","61.10%","59.10%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","79%","%","149941","189807","83.10%","74.90%"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","64.80%","%","37523","57883","74.30%","55.40%"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","72.50%","%","40626","56037","81.40%","63.60%"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","74.90%","%","238708","318583","78.40%","71.50%"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","All","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","62.50%","%","1232850","1972938","63.40%","61.60%"
"% of individuals inactive","White","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","39.20%","%","17672","45100","45.30%","33%"
"% of individuals inactive","Mixed","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Asian or Asian British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Black or Black British","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Other than White ","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
"% of individuals inactive","Unreported","ONS 5+1","2012","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","?","%","?","?","?","?"
